tweet_id,date_and_time,tweet,,
5.45367E+17,Wed Dec 17 23:55:05 +0000 2014,"Amanda Seyfried’s Diet Philosophy: ‘If I Want To Eat It, I’m Going To Eat It’ http://wp.me/p2yZYB-tXF via @greatideas",,
5.45362E+17,Wed Dec 17 23:38:05 +0000 2014,6 Genius Beauty Tricks for Traveling http://wp.me/p2yZYB-tUE,,
5.4536E+17,Wed Dec 17 23:30:34 +0000 2014,Get creative with these 11 inventive ways to cook eggplant: http://ow.ly/FNBnI,,
5.45338E+17,Wed Dec 17 22:01:37 +0000 2014,Why Christmas Songs Can Make Us Cry http://wp.me/p2yZYB-tSZ,,
5.4533E+17,Wed Dec 17 21:30:41 +0000 2014,"Why we get depressed at the holidays, and how to deal: http://ow.ly/G4n2e (via @HealthyLiving)",,
5.45323E+17,Wed Dec 17 21:02:22 +0000 2014,How to Get Kate Middleton’s Royal Ponytail http://wp.me/p2yZYB-tRQ via @foxnewsmagazine,,
5.453E+17,Wed Dec 17 19:31:05 +0000 2014,11 ways to build muscle without bulking up: http://ow.ly/FNEFM,,
5.4527E+17,Wed Dec 17 17:30:51 +0000 2014,A slacker's guide to losing weight without trying: http://ow.ly/FNFzY,,
5.45257E+17,Wed Dec 17 16:41:01 +0000 2014,10 Ways to Use Maple Syrup Beyond Breakfast http://wp.me/p2yZYB-tSb,,
5.45255E+17,Wed Dec 17 16:31:04 +0000 2014,Beware of these 18 fashion and makeup mistakes that age you: http://ow.ly/G35AX,,
5.4524E+17,Wed Dec 17 15:30:59 +0000 2014,How Reese Witherspoon Became an Unlikely Holiday Icon http://wp.me/p2yZYB-tUU http://pbs.twimg.com/media/B5EUqDvIEAARWgK.jpg,,
5.45217E+17,Wed Dec 17 14:02:12 +0000 2014,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKfpU,,
5.45209E+17,Wed Dec 17 13:30:41 +0000 2014,Keep your knees pain-free by working these moves into your routine --&gt; http://ow.ly/FNGu2,,
5.45164E+17,Wed Dec 17 10:30:42 +0000 2014,Allergic to fur? Having a dog or cat may still be possible with these 15 breeds: http://ow.ly/FNErJ,,
5.45134E+17,Wed Dec 17 08:30:37 +0000 2014,10 reasons to stop drinking diet soda NOW: http://ow.ly/FNHCO,,
5.45104E+17,Wed Dec 17 06:30:21 +0000 2014,BUSTED: Top 10 myths about safe sex and sexual health --&gt; http://ow.ly/FNH4L,,
5.45074E+17,Wed Dec 17 04:30:30 +0000 2014,Keep your cat healthy and strong with these 10 smart care tips --&gt; http://ow.ly/FFY2J,,
5.45058E+17,Wed Dec 17 03:30:32 +0000 2014,Got a stomach ache? Watch out for these 19 culprits--they could be causing your pain: http://ow.ly/FzlnI,,
5.45036E+17,Wed Dec 17 02:01:20 +0000 2014,"Make 2015 the year you clean up your diet, strip away stress, and lose weight. This @CoziFamily checklist will help: http://ow.ly/FOHm1",,
5.45028E+17,Wed Dec 17 01:30:35 +0000 2014,No need to stress over these 3 holiday myths: http://ow.ly/FNAqg,,
5.45021E+17,Wed Dec 17 01:01:22 +0000 2014,Enjoy an aah-mazing weekend with HEALTH editors at @CanyonRanch. Exclusive offer with code HealthTotalWellness http://ow.ly/Fqxb9,,
5.44998E+17,Tue Dec 16 23:30:40 +0000 2014,Not sure whether to cook with coconut oil or canola oil? Here’s how to more effectively use both in the kitchen: http://ow.ly/FNzyP,,
5.44984E+17,Tue Dec 16 22:35:17 +0000 2014,"The Hottest Fitness, Diet, and Food Searches from 2014 http://wp.me/p2yZYB-tTQ http://pbs.twimg.com/media/B5AsLqpCEAA7lG4.jpg",,
5.44974E+17,Tue Dec 16 21:56:06 +0000 2014,The Adorable Reason Justin Timberlake Teared Up at a Recent Concert http://wp.me/p2yZYB-tVe http://pbs.twimg.com/media/B5AjNjkIgAATXgU.jpg,,
5.44968E+17,Tue Dec 16 21:30:58 +0000 2014,11 ways to stay mentally and physically energized all day long: http://ow.ly/Fzlpo,,
5.44953E+17,Tue Dec 16 20:32:14 +0000 2014,5 Exercises to Get Ski and Snowboard Ready http://wp.me/p2yZYB-tUl via @dailyburn,,
5.44938E+17,Tue Dec 16 19:31:01 +0000 2014,How to stock your kitchen with *healthy* carbs: http://ow.ly/FFXET,,
5.4493E+17,Tue Dec 16 18:59:36 +0000 2014,6 Hilarious Holiday Videos That Will Help You Beat Stress http://ow.ly/G00uN http://pbs.twimg.com/media/B4_60Q_CIAAUMYl.jpg,,
5.44923E+17,Tue Dec 16 18:31:54 +0000 2014,5 Email Habits of Productive People http://wp.me/p2yZYB-tQm http://pbs.twimg.com/media/B4_0eWECIAAFikb.jpg,,
5.44913E+17,Tue Dec 16 17:53:00 +0000 2014,Jennifer Aniston Says the Pressure to Be a Mom Isn't Fair http://wp.me/p2yZYB-tTh http://pbs.twimg.com/media/B4_rkgzCQAA6G5w.jpg,,
5.44908E+17,Tue Dec 16 17:30:47 +0000 2014,Bone-building foods: 14 non-dairy foods that are high in calcium --&gt; http://ow.ly/FNDKh,,
5.44892E+17,Tue Dec 16 16:30:49 +0000 2014,How Your Pudgy Dog Could Help You Lose Weight http://ow.ly/FWWfs http://pbs.twimg.com/media/B4_YwuJCUAAcQQ7.jpg,,
5.44886E+17,Tue Dec 16 16:05:18 +0000 2014,How to Make Your Own Lower-Calorie Eggnog Latte http://ow.ly/FZ4iH  by @carrotsncake http://pbs.twimg.com/media/B4_S69sIUAE77It.jpg,,
5.44877E+17,Tue Dec 16 15:30:45 +0000 2014,"For a tighter tush in one move, all you need is a chair: http://ow.ly/FNB70",,
5.44855E+17,Tue Dec 16 14:01:58 +0000 2014,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKfzr,,
5.44847E+17,Tue Dec 16 13:30:59 +0000 2014,"The holidays are here. Stress less and get organized this season with @CoziFamily, the must-have app for the family. http://ow.ly/ECX7W",,
5.44802E+17,Tue Dec 16 10:30:41 +0000 2014,Eat your way to perfect health! 17 superfoods that fight disease: http://ow.ly/FNDRu,,
5.44772E+17,Tue Dec 16 08:30:31 +0000 2014,Stop being your own worst enemy. 12 ways we sabotage our mental health: http://ow.ly/FNCQo,,
5.44741E+17,Tue Dec 16 06:30:27 +0000 2014,5 ways to stay fit while traveling this holiday season: http://ow.ly/FNAMx,,
5.44711E+17,Tue Dec 16 04:30:30 +0000 2014,Doze off easy with these yoga poses for a better snooze --&gt; http://ow.ly/FyG2v,,
5.44696E+17,Tue Dec 16 03:30:34 +0000 2014,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/EqkNt,,
5.44666E+17,Tue Dec 16 01:30:28 +0000 2014,"This intense circuit workout keeps your heart rate up, burns calories, and tones your whole body! http://ow.ly/FyxU4",,
5.44658E+17,Tue Dec 16 01:01:13 +0000 2014,Join us and @CanyonRanch for the #HealthTotalWellness weekend. Exclusive offer with code HealthTotalWellness at http://ow.ly/Fqx4I,,
5.44651E+17,Tue Dec 16 00:31:32 +0000 2014,"Angelina Jolie on Getting Chickenpox at 39: ""Such is Life!"" http://wp.me/p2yZYB-tQu http://pbs.twimg.com/media/B479MxJIMAAS78o.jpg",,
5.44639E+17,Mon Dec 15 23:45:06 +0000 2014,How Your Pudgy Dog Could Help You Lose Weight http://wp.me/p2yZYB-tQQ,,
5.44636E+17,Mon Dec 15 23:30:42 +0000 2014,Losing weight starts with making these 17 fast fixes to your fridge: http://ow.ly/FyH9r,,
5.44606E+17,Mon Dec 15 21:30:52 +0000 2014,Feeling exhausted? You might not realize these 14 habits could be to blame: http://ow.ly/FyEny,,
5.44593E+17,Mon Dec 15 20:41:54 +0000 2014,"A 5-Minute, Energizing Morning Yoga Routine http://wp.me/p2yZYB-sxL by @KristinMcGee",,
5.44575E+17,Mon Dec 15 19:30:56 +0000 2014,Shop smarter at the grocery store with these need-to-know tips: http://ow.ly/FyI64,,
5.44554E+17,Mon Dec 15 18:05:34 +0000 2014,7 Full-Sized Cupcakes With 200 Calories or Less http://wp.me/p2yZYB-tNK #CupcakeDay,,
5.44545E+17,Mon Dec 15 17:30:56 +0000 2014,"If you're trying to shed pounds, you might want to grab one of these 27 slimming foods --&gt; http://ow.ly/FyHZ4",,
5.44515E+17,Mon Dec 15 15:30:50 +0000 2014,Try this twist on the classic squat to seriously tone your legs and glutes --&gt; http://ow.ly/Fytze,,
5.44493E+17,Mon Dec 15 14:02:11 +0000 2014,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKflN,,
5.44485E+17,Mon Dec 15 13:30:53 +0000 2014,Going overboard on the calories? Here are 25 easy ways to slash 500 a day. http://ow.ly/FyHJP,,
5.44439E+17,Mon Dec 15 10:30:45 +0000 2014,Beware of the 3 everyday habits that age you: http://ow.ly/FyEdo,,
5.44409E+17,Mon Dec 15 08:30:39 +0000 2014,Do you fall asleep in your makeup? Skip shampoo? Find out if you're doing damage—or just smartly saving time. http://ow.ly/FyIpj,,
5.44379E+17,Mon Dec 15 06:30:42 +0000 2014,Type A vs. laid back: How your personality interferes with your weight loss goals: http://ow.ly/FyHA3,,
5.44349E+17,Mon Dec 15 04:30:36 +0000 2014,Got stomach pain? Find out which of these 18 culprits is to blame --&gt; http://ow.ly/FyEvb,,
5.44334E+17,Mon Dec 15 03:30:34 +0000 2014,"For hotter sex, you might want to think about eating more of these foods. They're big libido boosters! http://ow.ly/FyDXq",,
5.44303E+17,Mon Dec 15 01:30:38 +0000 2014,Surprise: 11 sneaky reasons why you're not losing belly fat --&gt; http://ow.ly/FyGRW,,
5.44273E+17,Sun Dec 14 23:30:45 +0000 2014,25 surprising ways to lose weight: http://ow.ly/FyH1z,,
5.44243E+17,Sun Dec 14 21:30:45 +0000 2014,Save money (and calories!) with these healthy lunch ideas for work: http://ow.ly/FywUS,,
5.44213E+17,Sun Dec 14 19:30:51 +0000 2014,Check out these 50 gift ideas under $50 that every woman on your list will love --&gt; http://ow.ly/FyqeI,,
5.44183E+17,Sun Dec 14 17:30:59 +0000 2014,Score! These gameday snacks are less than 80 calories! http://ow.ly/FypSj,,
5.44153E+17,Sun Dec 14 15:31:00 +0000 2014,How to do the perfect push-up: http://ow.ly/Fyt5X,,
5.4413E+17,Sun Dec 14 14:01:49 +0000 2014,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKfjf,,
5.44122E+17,Sun Dec 14 13:30:43 +0000 2014,Check out these 50 tummy-shrinking tips—including some quick fixes for fitting into that holiday dress tonight: http://ow.ly/FyxvZ,,
5.44077E+17,Sun Dec 14 10:30:25 +0000 2014,Don't waste any more time. Find out what diet mistakes you're making --&gt; http://ow.ly/FyHlo,,
5.44047E+17,Sun Dec 14 08:30:27 +0000 2014,15 signs you may have adult ADHD --&gt; http://ow.ly/FyGIm,,
5.44017E+17,Sun Dec 14 06:30:23 +0000 2014,Thyroid issues can have a serious effect on your mood and weight. See 19 signs it may not be working right: http://ow.ly/FyFj6,,
5.43986E+17,Sun Dec 14 04:30:25 +0000 2014,The surprising benefits of a sound sleep: http://ow.ly/FyED9,,
5.43971E+17,Sun Dec 14 03:30:25 +0000 2014,"Eat these foods for better sex TONIGHT (yes, you read that right) --&gt; http://ow.ly/FyDPY",,
5.43941E+17,Sun Dec 14 01:30:30 +0000 2014,Warm up with these delicious hot drink ideas for chilly days: http://ow.ly/FyqwS,,
5.43911E+17,Sat Dec 13 23:30:37 +0000 2014,Keep these holiday food swaps in mind next time you’re facing down the buffet table: http://ow.ly/FyvaZ,,
5.43881E+17,Sat Dec 13 21:30:44 +0000 2014,Bye-bye muffin top! See the best shapewear for every body type: http://ow.ly/FytTB,,
5.43851E+17,Sat Dec 13 19:30:44 +0000 2014,5 things no one tells you about losing weight: http://ow.ly/FFXyn (via @HealthyLiving),,
5.4382E+17,Sat Dec 13 17:30:41 +0000 2014,Hosting a holiday party? Try these quick and easy appetizers. http://ow.ly/FOdt1 #HealthHolidayFavorite,,
5.4379E+17,Sat Dec 13 15:30:34 +0000 2014,7 super-sculpting moves for a better butt: http://ow.ly/FysTu,,
5.43768E+17,Sat Dec 13 14:02:09 +0000 2014,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKfha,,
5.4376E+17,Sat Dec 13 13:30:36 +0000 2014,Here's what you need to know to winter-proof your run: http://ow.ly/Fywev,,
5.43715E+17,Sat Dec 13 10:30:30 +0000 2014,10 types of the flu you should know about http://ow.ly/FyuVX,,
5.43684E+17,Sat Dec 13 08:30:25 +0000 2014,Look younger fast! Here's how to fix the 9 worst signs of aging: http://ow.ly/FyE6y,,
5.43654E+17,Sat Dec 13 06:30:27 +0000 2014,"Before you board a holiday flight, see what beauty essentials you should take with you: http://ow.ly/Fywwk",,
5.43624E+17,Sat Dec 13 04:30:22 +0000 2014,Not sure what to get from the dessert table? These treats are under 80 calories! http://ow.ly/FyoP1 #HealthHolidayFavorite,,
5.43609E+17,Sat Dec 13 03:30:30 +0000 2014,"If you’re always feeling puffy, nix these 11 habits to banish belly bloating fast: http://ow.ly/Fy88J",,
5.43595E+17,Sat Dec 13 02:35:13 +0000 2014,Would you Skype a doctor? http://ow.ly/FOgQi http://pbs.twimg.com/media/B4s8vSBIYAArYqQ.jpg,,
5.43587E+17,Sat Dec 13 02:05:14 +0000 2014,20 Celebrities on Losing the Baby Weight http://ow.ly/FOMd5 http://pbs.twimg.com/media/B4s139tCAAAdqKK.jpg,,
5.43579E+17,Sat Dec 13 01:30:31 +0000 2014,No time to hit up the gym? Create the perfect workout zone right at home:  http://ow.ly/Fye5h,,
5.43571E+17,Sat Dec 13 01:01:22 +0000 2014,Discover a New You in the New Year at the #HealthTotalWellness weekend at @CanyonRanch! Get more details here: http://ow.ly/FqwVJ,,
5.43566E+17,Sat Dec 13 00:40:07 +0000 2014,The Diary App That Lets You Record Your Feelings in Emoji http://ow.ly/FOY2X http://pbs.twimg.com/media/B4siZPIIAAI921E.jpg,,
5.43559E+17,Sat Dec 13 00:10:23 +0000 2014,5 Smart Gadgets That Will Revolutionize Your Workout http://ow.ly/FOi3w http://pbs.twimg.com/media/B4sblsmIAAAoBUE.jpg,,
5.43552E+17,Fri Dec 12 23:45:20 +0000 2014,5 Tips for Keeping Off the Weekend Weight http://wp.me/p2yZYB-tDr by @CarrotsNCake,,
5.43549E+17,Fri Dec 12 23:30:36 +0000 2014,No one wants brittle bones as they age. Eat these 11 foods to keep them strong and healthy: http://ow.ly/Fy2EO,,
5.43544E+17,Fri Dec 12 23:14:21 +0000 2014,A 20-Minute Hot for the Holidays Workout http://wp.me/p2yZYB-tFZ by @TheRealJenCohen,,
5.43535E+17,Fri Dec 12 22:35:17 +0000 2014,Ned to get dinner on the table fast? Try one of these 20 easy meals for families: http://ow.ly/FOh2K,,
5.43525E+17,Fri Dec 12 21:56:29 +0000 2014,7 Eating Habits You Should Drop Now http://wp.me/p2yZYB-tOi by @CynthiaSass,,
5.43518E+17,Fri Dec 12 21:30:53 +0000 2014,Need a gift for a fitness-minded friend? We've got you covered with our get-fit gift guide: http://ow.ly/FyoFa,,
5.43512E+17,Fri Dec 12 21:05:25 +0000 2014,5 Ways You’re Washing Your Hands Wrong http://ow.ly/FOfZ9 http://pbs.twimg.com/media/B4rxQHjCEAA_2WV.jpg,,
5.43504E+17,Fri Dec 12 20:35:34 +0000 2014,The Weird Way Your Mug Can Affect How Your Coffee Tastes http://ow.ly/FOhbh http://pbs.twimg.com/media/B4rqa4fIIAAtKwK.jpg,,
5.43497E+17,Fri Dec 12 20:05:36 +0000 2014,10 health words that should exist but don't http://ow.ly/FOdEO,,
5.43489E+17,Fri Dec 12 19:35:15 +0000 2014,Mila Kunis Calls Breastfeeding ‘A Great Workout’ http://ow.ly/FOgr0,,
5.43458E+17,Fri Dec 12 17:30:49 +0000 2014,All those Christmas cookies add up. Learn 11 ways to stay slim through the holiday season: http://ow.ly/Fyp5C,,
5.43428E+17,Fri Dec 12 15:30:47 +0000 2014,You NEED to know these smart money-saving moves for holiday shopping: http://ow.ly/Fyrv7,,
5.43428E+17,Fri Dec 12 15:29:51 +0000 2014,"You can video call a doctor now, but should you? #telemedicine http://wp.me/p2yZYB-tmD",,
5.43406E+17,Fri Dec 12 14:02:48 +0000 2014,Get a $5 @wagdotcom gift to spend on your furry friend when you purchase 1 of these premium pet foods: http://ow.ly/FKffk,,
5.43398E+17,Fri Dec 12 13:30:44 +0000 2014,Plan an active vacation at one of these gorgeous hiking spots --&gt; http://ow.ly/Fyrhf,,
5.43352E+17,Fri Dec 12 10:30:34 +0000 2014,Don't let stress or a lack of sleep steal your party-fabulous look this season. Try these tricks to look your best: http://ow.ly/FypDH,,
5.43322E+17,Fri Dec 12 08:30:35 +0000 2014,Feeling miserable about the weather? There are some surprising causes of winter depression: http://ow.ly/FyuiM,,
5.43292E+17,Fri Dec 12 06:30:37 +0000 2014,BUSTED: 10 winter health myths: http://ow.ly/Fyu6H,,
5.43262E+17,Fri Dec 12 04:30:18 +0000 2014,Sneaky ways technology is messing with your body and mind: http://ow.ly/FFY09 (via @HealthyLiving),,
5.43247E+17,Fri Dec 12 03:30:39 +0000 2014,Banish belly fat fast with this Pilates tummy-toning move: http://ow.ly/FfboW,,
5.43216E+17,Fri Dec 12 01:30:51 +0000 2014,Belly-bloating sodium is in more foods than you realize. Practice caution with these 13 sneaky sources: http://ow.ly/Fy7jK,,
5.43209E+17,Fri Dec 12 01:01:27 +0000 2014,Treat yourself to a transformative getaway at the #HealthTotalWellness weekend at @CanyonRanch! Details here: http://ow.ly/FqwPI,,
5.43186E+17,Thu Dec 11 23:30:37 +0000 2014,Sip healthy at your next holiday party with this guide to ordering drinks: http://ow.ly/FxVV8 #HealthHolidayFavorite,,
5.43156E+17,Thu Dec 11 21:30:45 +0000 2014,Beware: These 11 foods will make you feel hungrier than you actually are: http://ow.ly/Fy2sK,,
5.43126E+17,Thu Dec 11 19:31:05 +0000 2014,Getting a head start on holiday shopping? Watch out for the mall’s 8 germiest hot spots: http://ow.ly/FaYek,,
5.43096E+17,Thu Dec 11 17:30:47 +0000 2014,Lose weight the safe way and avoid these 14 fad diets: http://ow.ly/Fydg6,,
5.43065E+17,Thu Dec 11 15:30:39 +0000 2014,12 secrets from the pros to achieve a personal best: http://ow.ly/FDow9 (via @dailyburn),,
5.43035E+17,Thu Dec 11 13:31:04 +0000 2014,"The holidays are here. Stress less and get organized this season with @CoziFamily, the must-have app for the family. http://ow.ly/ECX5A",,
5.4299E+17,Thu Dec 11 10:31:35 +0000 2014,You already know the big causes of depression. Now read up on these 12 little-known triggers: http://ow.ly/FydxL,,
5.4296E+17,Thu Dec 11 08:30:42 +0000 2014,Feeling anxious? Learn the best and worst ways to get stress under control --&gt; http://ow.ly/Fydnx,,
5.42929E+17,Thu Dec 11 06:30:20 +0000 2014,10 ways to keep your bladder healthy and beat incontinence: http://ow.ly/Fyd6Y,,
5.42914E+17,Thu Dec 11 05:30:23 +0000 2014,Are Routine Ultrasounds for Women With Dense Breasts Worthwhile? http://ow.ly/FGiJr,,
5.42899E+17,Thu Dec 11 04:30:28 +0000 2014,20 ways to prevent colds and flu this season: http://ow.ly/Fy2UB,,
5.42884E+17,Thu Dec 11 03:30:43 +0000 2014,Make sure a little holiday spirit gets in your glass with these 12 diet-friendly cocktails: http://ow.ly/FaXJP #HealthHolidayFavorite,,
5.4287E+17,Thu Dec 11 02:35:13 +0000 2014,Nearly 75% of Americans Agree With Right-to-Die Movement http://ow.ly/FGhsM,,
5.42854E+17,Thu Dec 11 01:30:43 +0000 2014,"For strong and sculpted abs, add dumbbells to your yoga routine: http://ow.ly/Fy1cD",,
5.42847E+17,Thu Dec 11 01:01:16 +0000 2014,Give an aah-mazing gift and send someone special to the #HealthTotalWellness weekend at @CanyonRanch! http://ow.ly/FqwIO,,
5.42834E+17,Thu Dec 11 00:10:14 +0000 2014,How Breast Cancer Is Different for Men and Women http://ow.ly/FGhCc,,
5.42829E+17,Wed Dec 10 23:50:31 +0000 2014,A New Magic Weight-Loss Pill May Be Coming http://wp.me/p2yZYB-tJr,,
5.42826E+17,Wed Dec 10 23:41:36 +0000 2014,4 Easy Ways to Slash Your BPA Exposure http://wp.me/p2yZYB-tIT,,
5.42824E+17,Wed Dec 10 23:30:46 +0000 2014,Eating for energy is easy with the right foods in mind: http://ow.ly/Fy1Sj,,
5.4282E+17,Wed Dec 10 23:16:09 +0000 2014,New Gardasil Vaccine Will Protect Against 5 More Cancer-Causing HPV Strains http://wp.me,,
5.42814E+17,Wed Dec 10 22:52:00 +0000 2014,20 Celebrities on Losing the Baby Weight http://wp.me/p2yZYB-tLd,,
5.42814E+17,Wed Dec 10 22:50:06 +0000 2014,"Ebola, Ice Bucket Challenge Are Most-Talked-About Facebook Topics for 2014 http://wp.me/p2yZYB-tL6",,
5.42793E+17,Wed Dec 10 21:27:20 +0000 2014,That's all the time we have for today. Thank you @KristinMcGee and thanks everyone for joining us to #TalkYoga!,,
5.42792E+17,Wed Dec 10 21:25:52 +0000 2014,"RT @KristinMcGee: Great Q this time of year @goodhealth I like reclined hero's pose, crescent lunges and supine twists for belly bloat. #Ta…",,
5.42792E+17,Wed Dec 10 21:23:12 +0000 2014,"So helpful, thanks @KristinMcGee! We have time for one more question Q7: After a big meal, what moves can help beat bloat? #TalkYoga",,
5.42792E+17,Wed Dec 10 21:22:52 +0000 2014,"RT @KristinMcGee: @goodhealth I travel a lot! Try eagle arms, Twists, Side bends, Shoulder Rolls are all good in cramped car or plane. #Tal…",,
5.42791E+17,Wed Dec 10 21:20:31 +0000 2014,"Thank you, @KristinMcGee! Next question Q6: What stretches help relieve tension if you're traveling in a cramped car or plane? #TalkYoga",,
5.42791E+17,Wed Dec 10 21:20:15 +0000 2014,"RT @KristinMcGee: @goodhealth great Q! Seated Forward bends, Child's Pose, Mermaid are all stress-relieving yoga/Pilates moves. #TalkYoga",,
5.4279E+17,Wed Dec 10 21:17:30 +0000 2014,"Good to know, thanks @KristinMcGee! On to Q5: What are some stress-relieving yoga and Pilates moves? #TalkYoga",,
5.4279E+17,Wed Dec 10 21:17:15 +0000 2014,"RT @KristinMcGee: @goodhealth Close your right nostril, inhale through the left, then open the right side exhale right. Repeat other side  …",,
5.4279E+17,Wed Dec 10 21:15:53 +0000 2014,This Woman's Wedding Photos Gave Her a Weight Loss Wake Up Call http://wp.me/p2yZYB-tJS by @dailyburn,,
5.4279E+17,Wed Dec 10 21:14:56 +0000 2014,"Thanks, @KristinMcGee! To Q4: If you get overwhelmed by stress, what are some breathing techniques you can do to relieve stress? #TalkYoga",,
5.4279E+17,Wed Dec 10 21:14:36 +0000 2014,"RT @KristinMcGee: @goodhealth  Pay attention to your stance, meditate on your feet grounding in to the earth. Close your eyes and BREATHE! …",,
5.42789E+17,Wed Dec 10 21:11:38 +0000 2014,"Very helpful, @KristinMcGee! Next question Q3: How can you meditate while you're in a long line to pay? #TalkYoga",,
5.42789E+17,Wed Dec 10 21:11:19 +0000 2014,RT @KristinMcGee: @goodhealth great question! Focus on deep full belly breaths or inhale through the nose exhale out the mouth a giant sigh…,,
5.42787E+17,Wed Dec 10 21:06:35 +0000 2014,"Thanks, @KristinMcGee! On to Q2: If you're stuck in traffic, what are some ways you can calm yourself down? #TalkYoga",,
5.42787E+17,Wed Dec 10 21:06:18 +0000 2014,RT @KristinMcGee: @goodhealth thanks for having me! Meditation works by calming the parasympathetic nervous system &amp; focusing the mind #Tal…,,
5.42786E+17,Wed Dec 10 21:00:26 +0000 2014,@KristinMcGee Q1: How does meditation work? #TalkYoga,,
5.42786E+17,Wed Dec 10 21:00:10 +0000 2014,Hi everyone! Thanks for joining to #TalkYoga with @KristinMcGee. We’ll cover how to stay stress-free this holiday season. Let’s get started!,,
5.42778E+17,Wed Dec 10 20:30:52 +0000 2014,Don't forget to join us in 30 minutes to #TalkYoga with @KristinMcGee! She'll tell us how to stress less this season with yoga!,,
5.42763E+17,Wed Dec 10 19:30:56 +0000 2014,You don’t want to make these 10 mistakes when it comes to fighting cravings --&gt; http://ow.ly/Fy6KN,,
5.42742E+17,Wed Dec 10 18:05:03 +0000 2014,Mean Girls? Malicious Boys May Be More Common in Schools http://ow.ly/FGh6x,,
5.42735E+17,Wed Dec 10 17:37:24 +0000 2014,The Holiday Party Food That Can Help Burn Fat http://wp.me/p2yZYB-tGe,,
5.42733E+17,Wed Dec 10 17:30:56 +0000 2014,Tired of your boring lunch? Spice things up with 13 inventive takes on sandwiches and wraps: http://ow.ly/Fy1Fm,,
5.42731E+17,Wed Dec 10 17:22:42 +0000 2014,"BPA in Canned Goods May Raise Your Blood Pressure, Study Says http://ow.ly/FGcrI",,
5.42703E+17,Wed Dec 10 15:30:49 +0000 2014,"Using kettlebells can improve endurance, strength, and power. Try these 5 beginner-friendly exercises: http://ow.ly/Fy6yn",,
5.42702E+17,Wed Dec 10 15:26:59 +0000 2014,RT @TIME: The Ebola Fighters are TIME’s Person of the Year for 2014. http://ti.me/1yzKTeL #TIMEPOY http://pbs.twimg.com/media/B4fq0JtCcAEtJxG.jpg,,
5.42687E+17,Wed Dec 10 14:26:47 +0000 2014,The 10 healthiest (and 10 least-healthy) states in America in 2014. Where does your home state rank? http://ow.ly/FFoyC,,
5.42673E+17,Wed Dec 10 13:30:33 +0000 2014,Your favorite brew could be even more fattening than a candy bar! See the 10 worst coffee drinks: http://ow.ly/Fy8mD,,
5.42658E+17,Wed Dec 10 12:31:14 +0000 2014,5 Ways to Prep Healthy Breakfasts Ahead of Time http://ow.ly/FD5bg http://pbs.twimg.com/media/B4foYt4IAAAOXfp.jpg,,
5.42627E+17,Wed Dec 10 10:30:42 +0000 2014,You won’t pack on the pounds over the holidays with this stay-slim advice: http://ow.ly/Fy8FN,,
5.42597E+17,Wed Dec 10 08:30:35 +0000 2014,Sharing a bed doesn’t have to be a nightmare! We've solved 10 of the biggest sleep compatibility problems: http://ow.ly/Fy7TJ,,
5.42567E+17,Wed Dec 10 06:30:25 +0000 2014,"We know migraines are frustrating. Luckily, these 6 easy habits can keep the pain to a minimum: http://ow.ly/Fy7vQ",,
5.42537E+17,Wed Dec 10 04:30:25 +0000 2014,Anger can mess with all kinds of behavior. Steer clear of these 10 activities when you're upset: http://ow.ly/Fy22P,,
5.42529E+17,Wed Dec 10 04:00:36 +0000 2014,Brain Fog: Is It PMS or Something More Serious? http://ow.ly/FBRPd,,
5.42522E+17,Wed Dec 10 03:30:35 +0000 2014,"Join us tomorrow at 4 pm EST to #TalkYoga! Say ""om"" for the holidays with us as @KristinMcGee shares how to stress less this season!",,
5.42492E+17,Wed Dec 10 01:30:50 +0000 2014,Learn how to make life easier with the help of your pressure cooker with @My_Recipes: http://ow.ly/EbBRf,,
5.42484E+17,Wed Dec 10 01:01:29 +0000 2014,Enjoy an aah-mazing weekend with HEALTH editors at @CanyonRanch. Exclusive offer with code HealthTotalWellness http://ow.ly/Fqwmd,,
5.42466E+17,Tue Dec 09 23:48:17 +0000 2014,What the Latest Flu Shot News Means for You http://wp.me/p2yZYB-tJ3,,
5.42461E+17,Tue Dec 09 23:30:59 +0000 2014,"These 24 cranberry desserts, cocktails, and more are what you need this party season: http://ow.ly/FazOu #HealthHolidayFavorite",,
5.42456E+17,Tue Dec 09 23:08:47 +0000 2014,This Man Drank 10 Cokes a Day for a Month http://wp.me/p2yZYB-tHG,,
5.42446E+17,Tue Dec 09 22:30:21 +0000 2014,A Holiday Workout Playlist to Get You Rockin’ Around the Christmas Tree http://ow.ly/FBS5a,,
5.42431E+17,Tue Dec 09 21:31:11 +0000 2014,These 31 recipes include at least one weight-loss superfood! Get the deets here: http://ow.ly/FjMyA,,
